,county,state,city,zipcode,latitude,longitude
10811,Georgia,GA,Jesup,31545,31.663955,-81.934173
10812,Georgia,GA,Jesup,31546,31.509732,-81.77734
10814,Georgia,GA,Johns Creek,30005,34.08905,-84.217019
10815,Georgia,GA,Johns Creek,30022,34.026084999999995,-84.247433
10816,Georgia,GA,Johns Creek,30024,34.063485,-84.0911
10817,Georgia,GA,Johns Creek,30076,34.028568,-84.311368
10818,Georgia,GA,Johns Creek,30097,34.026342,-84.145978
10819,Georgia,GA,Jonesboro,30236,33.524478,-84.325439
10820,Georgia,GA,Jonesboro,30238,33.493294,-84.37916
10822,Georgia,GA,Junction City,31812,32.640049,-84.402776
10824,Georgia,GA,Kennesaw,30101,34.034515,-84.707349
10825,Georgia,GA,Kennesaw,30144,34.036845,-84.591033
10826,Georgia,GA,Kennesaw,30152,33.991552,-84.646878
10827,Georgia,GA,Keysville,30805,33.279569,-82.19179100000001
10828,Georgia,GA,Keysville,30815,33.287356,-82.090175
10829,Georgia,GA,Keysville,30816,33.156174,-82.166271
10832,Georgia,GA,Kingsland,31537,30.885179,-82.005027
10833,Georgia,GA,Kingsland,31548,30.796163,-81.698233
10834,Georgia,GA,Kingsland,31558,30.744462,-81.654128
10835,Georgia,GA,Kingsland,31569,30.896531,-81.697128
10837,Georgia,GA,Kingston,30145,34.24566,-84.985878
10839,Georgia,GA,Kite,31049,32.686436,-82.525311
10841,Georgia,GA,Knoxville,31050,32.739657,-83.955974
10842,Georgia,GA,LaFayette,30728,34.684875,-85.22579
10844,Georgia,GA,LaGrange,30240,33.036764,-85.120092
10845,Georgia,GA,LaGrange,30241,33.022342,-84.949512
10846,Georgia,GA,LaGrange,31833,32.8429,-85.09184499999999
10848,Georgia,GA,Lake City,30260,33.584687,-84.327348
10849,Georgia,GA,Lake City,30297,33.615841,-84.373002
10850,Georgia,GA,Lake Park,31636,30.730986,-83.111372
10852,Georgia,GA,Lakeland,31635,31.096894,-83.048473
10856,Georgia,GA,Lavonia,30520,34.339924,-83.082702
10857,Georgia,GA,Lavonia,30553,34.443759,-83.084067
10858,Georgia,GA,Lavonia,30557,34.479752000000005,-83.184905
10860,Georgia,GA,Lawrenceville,30043,33.999036,-84.009343
10861,Georgia,GA,Lawrenceville,30044,33.915234000000005,-84.063923
10862,Georgia,GA,Lawrenceville,30045,33.936518,-83.927669
10863,Georgia,GA,Lawrenceville,30046,33.949702,-83.99345100000001
10865,Georgia,GA,Leary,39862,31.459371,-84.517381
10867,Georgia,GA,Leesburg,31763,31.750045,-84.13914100000001
10869,Georgia,GA,Lenox,31637,31.295961,-83.440219
10871,Georgia,GA,Leslie,31764,31.976312,-84.08883900000001
10872,Georgia,GA,Lexington,30648,33.880703000000004,-83.04483
10873,Georgia,GA,Lilburn,30044,33.915234000000005,-84.063923
10874,Georgia,GA,Lilburn,30047,33.870148,-84.112326
10875,Georgia,GA,Lilburn,30084,33.854097,-84.216155
10877,Georgia,GA,Lilly,31051,32.155877000000004,-83.886797
10878,Georgia,GA,Lilly,31092,32.090962,-83.785552
10880,Georgia,GA,Lincolnton,30817,33.778388,-82.430194
10882,Georgia,GA,Lindale,30147,34.150627,-85.208239
10883,Georgia,GA,Lithia Springs,30122,33.766909,-84.641356
10884,Georgia,GA,Lithonia,30058,33.73835,-84.107376
10886,Georgia,GA,Locust Grove,30234,33.324024,-84.03139
10887,Georgia,GA,Locust Grove,30248,33.351568,-84.106002
10889,Georgia,GA,Loganville,30052,33.815151,-83.893561
10891,Georgia,GA,Lone Oak,30220,33.225468,-84.823454
10892,Georgia,GA,Lone Oak,30230,33.16449,-84.920565
10893,Georgia,GA,Lookout Mountain,30750,34.94141,-85.38822900000001
10896,Georgia,GA,Louisville,30434,33.025668,-82.383791
10898,Georgia,GA,Lovejoy,30228,33.404146999999995,-84.30735
10899,Georgia,GA,Lovejoy,30236,33.524478,-84.325439
10900,Georgia,GA,Lovejoy,30250,33.436535,-84.314213
10901,Georgia,GA,Ludowici,31316,31.723569,-81.714287
10902,Georgia,GA,Lula,30510,34.444872,-83.570707
10903,Georgia,GA,Lula,30554,34.398088,-83.661905
10905,Georgia,GA,Lumber City,31549,31.921441,-82.729933
10907,Georgia,GA,Lumpkin,31815,32.029792,-84.844823
10909,Georgia,GA,Luthersville,30220,33.225468,-84.823454
10910,Georgia,GA,Luthersville,30251,33.198174,-84.698112
10912,Georgia,GA,Lyerly,30730,34.348052,-85.41749899999999
10914,Georgia,GA,Lyons,30436,32.154894,-82.293036
10915,Georgia,GA,Mableton,30126,33.815025,-84.553831
10916,Georgia,GA,Macon-Bibb County,31201,32.806321000000004,-83.61786
10917,Georgia,GA,Madison,30650,33.583689,-83.47354399999999
10919,Georgia,GA,Manassas,30417,32.170468,-81.920992
10920,Georgia,GA,Manassas,30421,32.179599,-82.107566
10921,Georgia,GA,Manassas,30438,32.165397,-82.020504
10922,Georgia,GA,Manchester,31816,32.881465000000006,-84.60815
10923,Georgia,GA,Manchester,31826,32.792963,-84.703286
10924,Georgia,GA,Manchester,31830,32.900708,-84.729063
10926,Georgia,GA,Mansfield,30055,33.497411,-83.74978399999999
10927,Georgia,GA,Mansfield,30056,33.50025,-83.659584
10929,Georgia,GA,Marietta,30008,33.900566999999995,-84.590924
10930,Georgia,GA,Marietta,30060,33.919746,-84.542091
10931,Georgia,GA,Marietta,30062,34.006497,-84.472974
10932,Georgia,GA,Marietta,30064,33.940455,-84.609708
10933,Georgia,GA,Marietta,30066,34.032388,-84.505154
10934,Georgia,GA,Marietta,30067,33.934278000000006,-84.46218499999999
10935,Georgia,GA,Marietta,30068,33.968115999999995,-84.43170400000001
10936,Georgia,GA,Marietta,30080,33.869434000000005,-84.49638900000001
10937,Georgia,GA,Marietta,30144,34.036845,-84.591033
10938,Georgia,GA,Marietta,30152,33.991552,-84.646878
10939,Georgia,GA,Marietta,30339,33.876174,-84.462357
10941,Georgia,GA,Marshallville,31057,32.435,-83.936561
10943,Georgia,GA,Martin,30538,34.500986,-83.26384399999999
10944,Georgia,GA,Martin,30557,34.479752000000005,-83.184905
10945,Georgia,GA,Martinez,30907,33.523809,-82.085688
10946,Georgia,GA,Matthews,30818,33.276427,-82.338966
10947,Georgia,GA,Maxeys,30667,33.776346999999994,-83.14533
10949,Georgia,GA,Maysville,30558,34.27254,-83.562688
10952,Georgia,GA,McCaysville,30513,34.821043,-84.322383
10953,Georgia,GA,McCaysville,30555,34.971217,-84.43634200000001
10954,Georgia,GA,McCaysville,30559,34.95786,-84.274335
10956,Georgia,GA,McDonough,30252,33.473512,-84.057165
10957,Georgia,GA,McDonough,30253,33.448926,-84.18356999999999
10959,Georgia,GA,McIntyre,31054,32.889861,-83.214067
10961,Georgia,GA,Meansville,30256,33.007484000000005,-84.3099
10963,Georgia,GA,Meigs,31765,31.087551,-84.02715400000001
10964,Georgia,GA,Meigs,31779,31.108022,-84.211198
10967,Georgia,GA,Menlo,30731,34.587768,-85.477364
10969,Georgia,GA,Metter,30439,32.405986,-82.07905799999999
10971,Georgia,GA,Midville,30441,32.796413,-82.228334
10973,Georgia,GA,Midway,31320,31.765504,-81.368411
10975,Georgia,GA,Milan,31060,31.975665000000003,-83.063507
10977,Georgia,GA,Milledgeville,31061,33.077282000000004,-83.24617099999999
10978,Georgia,GA,Milledgeville,31062,33.046624,-83.215582
10980,Georgia,GA,Millen,30442,32.799793,-81.983529
10982,Georgia,GA,Milner,30204,33.056208000000005,-84.121725
10983,Georgia,GA,Milner,30257,33.143414,-84.18621999999999
10985,Georgia,GA,Milton,30004,34.145635,-84.291881
10986,Georgia,GA,Milton,30009,34.079085,-84.30520600000001
10987,Georgia,GA,Milton,30075,34.052688,-84.391587
10988,Georgia,GA,Mineral Bluff,30559,34.957885,-84.274319
10989,Georgia,GA,Mitchell,30820,33.217592,-82.709889
10991,Georgia,GA,Molena,30258,32.972488,-84.4491
10992,Georgia,GA,Monroe,30655,33.781688,-83.696095
10993,Georgia,GA,Monroe,30656,33.862137,-83.716175
10995,Georgia,GA,Montezuma,31063,32.288965999999995,-83.96325999999999
10996,Georgia,GA,Montezuma,31068,32.328618,-84.117049
10999,Georgia,GA,Monticello,31064,33.286454,-83.702299
11001,Georgia,GA,Montrose,31065,32.550166,-83.163351
11002,Georgia,GA,Moody AFB,31699,30.969613,-83.194305
11003,Georgia,GA,Moreland,30259,33.266198,-84.73745799999999
11005,Georgia,GA,Morgan,39866,31.559484,-84.594397
11007,Georgia,GA,Morganton,30560,34.876771000000005,-84.204706
11009,Georgia,GA,Morrow,30260,33.584687,-84.327348
11010,Georgia,GA,Morven,31638,30.906417,-83.512186
11012,Georgia,GA,Moultrie,31768,31.189103000000003,-83.841107
11013,Georgia,GA,Moultrie,31771,31.248142,-83.654152
11014,Georgia,GA,Moultrie,31788,31.111441,-83.676797
11016,Georgia,GA,Mount Airy,30531,34.512602,-83.592206
11017,Georgia,GA,Mount Airy,30563,34.567865000000005,-83.454897
11018,Georgia,GA,Mount Vernon,30445,32.163934000000005,-82.588515
11019,Georgia,GA,Mount Zion,30117,33.581851,-85.132439
11020,Georgia,GA,Mount Zion,30182,33.655819,-85.248832
11022,Georgia,GA,Mountain City,30525,34.907222999999995,-83.36934699999999
11023,Georgia,GA,Mountain City,30562,34.921479,-83.381098
11025,Georgia,GA,Mountain Park,30047,33.870148,-84.112326
11026,Georgia,GA,Mountain Park,30075,34.052688,-84.391587
11027,Georgia,GA,Mountain Park,30087,33.805802,-84.126929
11028,Georgia,GA,Mountain Park,30188,34.123533,-84.457654
11029,Georgia,GA,Nahunta,31553,31.181703,-81.972103
11031,Georgia,GA,Nashville,31639,31.216548,-83.190727
11033,Georgia,GA,Nelson,30107,34.336098,-84.345464
11034,Georgia,GA,Nelson,30143,34.459958,-84.431752
11035,Georgia,GA,Nelson,30177,34.411352,-84.37791899999999
11036,Georgia,GA,Newborn,30056,33.50025,-83.659584
11037,Georgia,GA,Newington,30446,32.563486,-81.46301600000001
11039,Georgia,GA,Newnan,30263,33.388415,-84.858937
11040,Georgia,GA,Newnan,30265,33.418686,-84.713164
11041,Georgia,GA,Newnan,30277,33.375308000000004,-84.64919599999999
11043,Georgia,GA,Newton,39870,31.322028000000003,-84.414137
11045,Georgia,GA,Nicholls,31554,31.485797,-82.620517
11047,Georgia,GA,Nicholson,30529,34.217178999999994,-83.482653
11048,Georgia,GA,Nicholson,30530,34.222921,-83.393799
11049,Georgia,GA,Nicholson,30565,34.086203999999995,-83.41148199999999
11051,Georgia,GA,Norcross,30071,33.940652,-84.206734
11052,Georgia,GA,Norcross,30092,33.972386,-84.23198599999999
11053,Georgia,GA,Norcross,30093,33.908536,-84.17734899999999
11055,Georgia,GA,Norman Park,31771,31.248142,-83.654152
11057,Georgia,GA,Norristown,30447,32.50704,-82.498626
11060,Georgia,GA,North High Shoals,30621,33.791462,-83.492132
11061,Georgia,GA,Norwood,30821,33.492107,-82.737994
11063,Georgia,GA,Nunez,30401,32.599616999999995,-82.352575
11064,Georgia,GA,Nunez,30448,32.488240000000005,-82.363384
11065,Georgia,GA,Oak Park,30436,32.154894,-82.293036
11066,Georgia,GA,Oak Park,30471,32.543263,-82.18091
11068,Georgia,GA,Oakwood,30504,34.268204,-83.893289
11069,Georgia,GA,Oakwood,30507,34.24748,-83.77387900000001
11070,Georgia,GA,Oakwood,30542,34.179846999999995,-83.910081
11071,Georgia,GA,Oakwood,30566,34.236212,-83.89520999999999
11073,Georgia,GA,Ochlocknee,31773,30.973428,-84.048091
11075,Georgia,GA,Ocilla,31750,31.736465000000003,-83.215037
11076,Georgia,GA,Ocilla,31774,31.565466,-83.263747
11078,Georgia,GA,Oconee,31067,32.860339,-82.936674
11079,Georgia,GA,Oconee,31089,32.850766,-82.860314
11080,Georgia,GA,Odum,31555,31.705666,-82.080662
11082,Georgia,GA,Offerman,31556,31.413937,-82.111734
11083,Georgia,GA,Offerman,31557,31.375274,-82.098837
11084,Georgia,GA,Oglethorpe,31068,32.328618,-84.117049
11086,Georgia,GA,Oliver,30446,32.563486,-81.46301600000001
11087,Georgia,GA,Oliver,30449,32.515224,-81.561033
11088,Georgia,GA,Omega,31775,31.330841,-83.598579
11089,Georgia,GA,Omega,31793,31.462602,-83.593815
11091,Georgia,GA,Orchard Hill,30224,33.20443,-84.239736
11093,Georgia,GA,Oxford,30014,33.580062,-83.823102
11094,Georgia,GA,Oxford,30054,33.67325,-83.871806
11095,Georgia,GA,Palmetto,30213,33.589296999999995,-84.636762
11096,Georgia,GA,Palmetto,30268,33.54643,-84.72263199999999
11099,Georgia,GA,Parrott,39877,31.915159000000003,-84.511576
11101,Georgia,GA,Patterson,31516,31.309371,-82.25326
11102,Georgia,GA,Patterson,31551,31.495821000000003,-82.273207
11103,Georgia,GA,Patterson,31557,31.375274,-82.098837
11105,Georgia,GA,Pavo,31778,30.974992,-83.700075
11106,Georgia,GA,Payne,31204,32.848511,-83.674745
11107,Georgia,GA,Peachtree City,30214,33.490464,-84.485997
11108,Georgia,GA,Peachtree City,30215,33.391613,-84.45643199999999
11109,Georgia,GA,Peachtree City,30269,33.391887,-84.570656
11110,Georgia,GA,Peachtree City,30276,33.267076,-84.56865400000001
11111,Georgia,GA,Peachtree City,30290,33.476407,-84.589704
11112,Georgia,GA,Peachtree Corners,30092,33.972386,-84.23198599999999
11113,Georgia,GA,Pearson,31642,31.262789,-82.883197
11115,Georgia,GA,Pelham,31779,31.108022,-84.211198
11117,Georgia,GA,Pembroke,31321,32.185062,-81.65979399999999
11119,Georgia,GA,Pendergrass,30548,34.091064,-83.767043
11120,Georgia,GA,Pendergrass,30567,34.180798,-83.67655400000001
11121,Georgia,GA,Pendergrass,30575,34.207594,-83.713441
11122,Georgia,GA,Perkins,30822,32.926337,-81.852686
11123,Georgia,GA,Perry,31030,32.570683,-83.890124
11124,Georgia,GA,Perry,31047,32.46728,-83.595342
11125,Georgia,GA,Perry,31069,32.440068,-83.748603
11128,Georgia,GA,Pine Lake,30072,33.79141,-84.204844
11129,Georgia,GA,Pine Lake,30083,33.797412,-84.19798399999999
11130,Georgia,GA,Pine Mountain,31822,32.864979,-84.910348
11132,Georgia,GA,Pinehurst,31070,32.18658,-83.789771
11133,Georgia,GA,Pinehurst,31091,32.237927,-83.704527
11134,Georgia,GA,Pineview,31071,32.129447,-83.540846
11136,Georgia,GA,Pitts,31072,31.974465,-83.56684
11138,Georgia,GA,Plains,31780,32.03187,-84.388811
11140,Georgia,GA,Plainville,30733,34.414593,-85.050554
11141,Georgia,GA,Pooler,31302,32.121596999999994,-81.341872
11142,Georgia,GA,Pooler,31322,32.109885,-81.255465
11143,Georgia,GA,Pooler,31405,32.039402,-81.179112
11144,Georgia,GA,Pooler,31408,32.117439000000005,-81.184191
11145,Georgia,GA,Pooler,31419,31.997215,-81.230674
11146,Georgia,GA,Port Wentworth,31322,32.109885,-81.255465
11147,Georgia,GA,Port Wentworth,31407,32.186164,-81.192785
11149,Georgia,GA,Portal,30450,32.562251,-81.92313100000001
11151,Georgia,GA,Porterdale,30014,33.580062,-83.823102
11152,Georgia,GA,Porterdale,30016,33.517433000000004,-83.928703
11153,Georgia,GA,Porterdale,30070,33.574432,-83.894702
11154,Georgia,GA,Poulan,31781,31.560566,-83.796317
11156,Georgia,GA,Powder Springs,30064,33.940455,-84.609708
11157,Georgia,GA,Powder Springs,30127,33.874556,-84.69471300000001
11158,Georgia,GA,Powder Springs,30141,33.860479999999995,-84.769887
11160,Georgia,GA,Pulaski,30439,32.405986,-82.07905799999999
11161,Georgia,GA,Pulaski,30451,32.390725,-81.95241700000001
11163,Georgia,GA,Putney,31782,31.474745,-84.105241
11164,Georgia,GA,Quitman,31643,30.773089,-83.556898
11166,Georgia,GA,Ranger,30734,34.532804,-84.714916
11168,Georgia,GA,Ray City,31645,31.060719,-83.218688
11170,Georgia,GA,Rayle,30660,33.789216,-82.95186600000001
11172,Georgia,GA,Rebecca,31783,31.758976,-83.470125
11174,Georgia,GA,Redan,30074,33.738689,-84.167118
11176,Georgia,GA,Register,30452,32.325315,-81.88878100000001
11178,Georgia,GA,Reidsville,30421,32.179599,-82.107566
11179,Georgia,GA,Reidsville,30453,32.011133,-82.121758
11181,Georgia,GA,Remerton,31601,30.775522,-83.3336
11182,Georgia,GA,Remerton,31602,30.86816,-83.34235
11183,Georgia,GA,Rentz,31075,32.351617,-82.956349
11185,Georgia,GA,Resaca,30701,34.492384,-84.958336
11186,Georgia,GA,Resaca,30735,34.602883,-84.882661
11187,Georgia,GA,Rest Haven,30518,34.130846000000005,-84.027398
11188,Georgia,GA,Reynolds,31076,32.53887,-84.110141
11190,Georgia,GA,Rhine,31077,31.921144,-83.19837
11192,Georgia,GA,Riceboro,31323,31.687492,-81.427667
11194,Georgia,GA,Richland,31825,32.116195000000005,-84.6709
11196,Georgia,GA,Richmond Hill,31324,31.850203000000004,-81.264824
11198,Georgia,GA,Riddleville,31018,32.977092,-82.627586
11199,Georgia,GA,Riddleville,31035,32.845795,-82.696035
11200,Georgia,GA,Rincon,31326,32.2952,-81.22993100000001
11202,Georgia,GA,Ringgold,30736,34.904278000000005,-85.13574799999999
11204,Georgia,GA,Riverdale,30274,33.554561,-84.399687
11205,Georgia,GA,Riverdale,30296,33.56316,-84.44115699999999
11206,Georgia,GA,Riverdale,30349,33.622488,-84.52390799999999
11208,Georgia,GA,Riverside,31768,31.189103000000003,-83.841107
11209,Georgia,GA,Roberta,31078,32.694814,-84.075661
11211,Georgia,GA,Robins AFB,31098,32.614215,-83.56856
11212,Georgia,GA,Rochelle,31079,31.942896,-83.45876700000001
11215,Georgia,GA,Rockmart,30153,33.959882,-85.054452
11217,Georgia,GA,Rocky Ford,30455,32.690978,-81.80228199999999
11219,Georgia,GA,Rome,30149,34.309754,-85.226015
11220,Georgia,GA,Rome,30161,34.242301,-85.171371
11221,Georgia,GA,Rome,30165,34.302906,-85.26910600000001
11223,Georgia,GA,Roopville,30170,33.42923,-85.169473
11225,Georgia,GA,Rossville,30741,34.952695,-85.281295
11226,Georgia,GA,Roswell,30004,34.145635,-84.291881
11227,Georgia,GA,Roswell,30009,34.079085,-84.30520600000001
11228,Georgia,GA,Roswell,30022,34.026084999999995,-84.247433
11229,Georgia,GA,Roswell,30075,34.052688,-84.391587
11230,Georgia,GA,Roswell,30076,34.028568,-84.311368
11231,Georgia,GA,Roswell,30350,33.980253999999995,-84.330016
11232,Georgia,GA,Royston,30520,34.339924,-83.082702
11233,Georgia,GA,Royston,30662,34.267311,-83.1541
11237,Georgia,GA,Rutledge,30663,33.615454,-83.6003
11239,Georgia,GA,Sale City,31784,31.24725,-84.03667
11242,Georgia,GA,Sandersville,31082,32.996417,-82.90311700000001
11244,Georgia,GA,Sandy Springs,30092,33.972386,-84.23198599999999
11245,Georgia,GA,Sandy Springs,30319,33.875954,-84.334763
11246,Georgia,GA,Sandy Springs,30327,33.869694,-84.4173
11247,Georgia,GA,Sandy Springs,30328,33.932538,-84.385947
11248,Georgia,GA,Sandy Springs,30338,33.946218,-84.318119
11249,Georgia,GA,Sandy Springs,30339,33.876174,-84.462357
11250,Georgia,GA,Sandy Springs,30342,33.882179,-84.375289
11251,Georgia,GA,Sandy Springs,30350,33.980253999999995,-84.330016
11252,Georgia,GA,Santa Claus,30436,32.154894,-82.293036
11253,Georgia,GA,Sardis,30456,32.980717,-81.79614000000001
11255,Georgia,GA,Sasser,39842,31.760949,-84.437475
11256,Georgia,GA,Sasser,39885,31.717438,-84.351066
11260,Georgia,GA,Savannah,31302,32.121596999999994,-81.341872
11261,Georgia,GA,Savannah,31322,32.109885,-81.255465
11262,Georgia,GA,Savannah,31401,32.074408,-81.089164
11263,Georgia,GA,Savannah,31404,32.051554,-81.049337
11264,Georgia,GA,Savannah,31405,32.039402,-81.179112
11265,Georgia,GA,Savannah,31406,31.980404,-81.085184
11266,Georgia,GA,Savannah,31407,32.186164,-81.192785
11267,Georgia,GA,Savannah,31408,32.117439000000005,-81.184191
11268,Georgia,GA,Savannah,31409,32.015561,-81.14483
11269,Georgia,GA,Savannah,31415,32.077639000000005,-81.12241
11270,Georgia,GA,Savannah,31419,31.997215,-81.230674
11272,Georgia,GA,Scotland,31037,32.10289,-83.036043
11273,Georgia,GA,Scotland,31055,32.005073,-82.900735
11274,Georgia,GA,Scotland,31083,32.040351,-82.814353
11275,Georgia,GA,Scottdale,30079,33.792055,-84.257369
11276,Georgia,GA,Screven,31560,31.499205,-82.021183
11278,Georgia,GA,Senoia,30276,33.267076,-84.56865400000001
11280,Georgia,GA,Seville,31084,31.961703,-83.607862
11281,Georgia,GA,Shady Dale,31085,33.427349,-83.6277
11283,Georgia,GA,Shannon,30172,34.340318,-85.084083
11284,Georgia,GA,Sharon,30631,33.559319,-82.875272
11285,Georgia,GA,Sharon,30664,33.556259000000004,-82.79831899999999
11287,Georgia,GA,Sharpsburg,30276,33.267076,-84.56865400000001
11288,Georgia,GA,Sharpsburg,30277,33.375308000000004,-84.64919599999999
11289,Georgia,GA,Shellman,39886,31.745736,-84.621515
11291,Georgia,GA,Shiloh,31826,32.792963,-84.703286
11293,Georgia,GA,Siloam,30642,33.554175,-83.194404
11294,Georgia,GA,Siloam,30665,33.54262,-83.062914
11297,Georgia,GA,Sky Valley,30537,34.976125,-83.320199
11298,Georgia,GA,Smithville,31787,31.899179,-84.243318
11300,Georgia,GA,Smyrna,30060,33.919746,-84.542091
11301,Georgia,GA,Smyrna,30080,33.869434000000005,-84.49638900000001
11302,Georgia,GA,Smyrna,30082,33.854654,-84.536437
11303,Georgia,GA,Smyrna,30126,33.815023,-84.553798
11304,Georgia,GA,Smyrna,30339,33.876174,-84.462357
11306,Georgia,GA,Snellville,30017,33.890533000000005,-83.96187900000001
11307,Georgia,GA,Snellville,30039,33.799244,-84.034408
11308,Georgia,GA,Snellville,30052,33.815151,-83.893561
11309,Georgia,GA,Snellville,30078,33.861019,-84.017993
11310,Georgia,GA,Social Circle,30025,33.655902000000005,-83.69658100000001
11312,Georgia,GA,Soperton,30457,32.400271999999994,-82.567512
11314,Georgia,GA,Sparks,31620,31.117296000000003,-83.434236
11315,Georgia,GA,Sparks,31647,31.208842,-83.427337
11316,Georgia,GA,Sparta,31087,33.251362,-83.00103100000001
11318,Georgia,GA,Springfield,31329,32.427261,-81.350003
11319,Georgia,GA,St. Marys,31547,30.790547,-81.559737
11320,Georgia,GA,St. Marys,31548,30.796163,-81.698233
11321,Georgia,GA,St. Marys,31558,30.744462,-81.654128
11324,Georgia,GA,Stapleton,30823,33.226005,-82.45338000000001
11326,Georgia,GA,Statesboro,30458,32.399446999999995,-81.82894
11327,Georgia,GA,Statesboro,30460,32.418921000000005,-81.781662
11328,Georgia,GA,Statesboro,30461,32.511828,-81.71884399999999
11330,Georgia,GA,Statham,30666,33.962081,-83.58461199999999
11332,Georgia,GA,Stillmore,30464,32.437228999999995,-82.224961
11333,Georgia,GA,Stillmore,30471,32.543263,-82.18091
11334,Georgia,GA,Stockbridge,30236,33.524478,-84.325439
11335,Georgia,GA,Stockbridge,30253,33.448926,-84.18356999999999
11336,Georgia,GA,Stockbridge,30281,33.567898,-84.193388
11338,Georgia,GA,Stone Mountain,30083,33.797412,-84.19798399999999
11339,Georgia,GA,Stone Mountain,30087,33.805802,-84.126929
11340,Georgia,GA,Stone Mountain,30088,33.756052000000004,-84.182363
11342,Georgia,GA,Sugar Hill,30024,34.063485,-84.0911
11343,Georgia,GA,Sugar Hill,30518,34.130846000000005,-84.027398
11344,Georgia,GA,Summertown,30441,32.796413,-82.228334
11346,Georgia,GA,Summerville,30747,34.502596999999994,-85.302791
11348,Georgia,GA,Sumner,31781,31.560566,-83.796317
11349,Georgia,GA,Sumner,31789,31.479734000000004,-83.739835
11350,Georgia,GA,Sunny Side,30223,33.288794,-84.27991899999999
11351,Georgia,GA,Sunny Side,30228,33.404146999999995,-84.30735
11352,Georgia,GA,Sunny Side,30284,33.34285,-84.28899200000001
11356,Georgia,GA,Surrency,31563,31.751319,-82.181464
11357,Georgia,GA,Suwanee,30024,34.063485,-84.0911
11358,Georgia,GA,Suwanee,30518,34.130846000000005,-84.027398
11359,Georgia,GA,Swainsboro,30401,32.599616999999995,-82.352575
11361,Georgia,GA,Sycamore,31790,31.652476,-83.577968
11362,Georgia,GA,Sylvania,30467,32.753793,-81.603534
11364,Georgia,GA,Sylvester,31791,31.528949,-83.894253
11367,Georgia,GA,Talbotton,31827,32.686718,-84.521816
11369,Georgia,GA,Talking Rock,30175,34.534915000000005,-84.52671099999999
11371,Georgia,GA,Tallapoosa,30176,33.766844,-85.301029
11372,Georgia,GA,Tallapoosa,30182,33.655819,-85.248832
11374,Georgia,GA,Tallulah Falls,30523,34.713154,-83.551309
11375,Georgia,GA,Tallulah Falls,30552,34.770857,-83.443724
11376,Georgia,GA,Tallulah Falls,30573,34.749867,-83.416673
11377,Georgia,GA,Talmo,30567,34.180798,-83.67655400000001
11378,Georgia,GA,Talmo,30575,34.207594,-83.713441
11379,Georgia,GA,Tarrytown,30470,32.368714000000004,-82.555438
11381,Georgia,GA,Taylorsville,30178,34.095453000000006,-84.971074
11382,Georgia,GA,Temple,30179,33.781553,-85.014782
11384,Georgia,GA,Tennille,31089,32.850766,-82.860314
11386,Georgia,GA,The Rock,30285,32.987673,-84.258191
11387,Georgia,GA,Thomaston,30286,32.879166999999995,-84.330566
11389,Georgia,GA,Thomasville,31757,30.871395,-83.903125
11390,Georgia,GA,Thomasville,31792,30.770798,-84.043704
11392,Georgia,GA,Thomson,30824,33.512953,-82.51485500000001
11394,Georgia,GA,Thunderbolt,31404,32.051554,-81.049337
11395,Georgia,GA,Thunderbolt,31410,32.02875,-80.99268000000001
11396,Georgia,GA,Tifton,31793,31.462602,-83.593815
11397,Georgia,GA,Tifton,31794,31.445872,-83.452667
11399,Georgia,GA,Tiger,30576,34.834589,-83.452139
11401,Georgia,GA,Tignall,30668,33.895747,-82.69720799999999
11402,Georgia,GA,Tignall,30673,33.710745,-82.713931
11404,Georgia,GA,Toccoa,30538,34.500986,-83.26384399999999
11405,Georgia,GA,Toccoa,30577,34.552419,-83.325929
11407,Georgia,GA,Toomsboro,31090,32.829701,-83.068196
11409,Georgia,GA,Trenton,30752,34.914982,-85.537961
11411,Georgia,GA,Trion,30747,34.502596999999994,-85.302791
11412,Georgia,GA,Trion,30753,34.58228,-85.2858
11414,Georgia,GA,Tunnel Hill,30755,34.86803,-85.04275
11415,Georgia,GA,Turin,30276,33.267076,-84.56865400000001
11416,Georgia,GA,Turin,30277,33.375308000000004,-84.64919599999999
11417,Georgia,GA,Turin,30289,33.322887,-84.63387
11418,Georgia,GA,Twin City,30471,32.543263,-82.18091
11420,Georgia,GA,Ty Ty,31795,31.473599,-83.687414
11422,Georgia,GA,Tybee Island,31328,32.011158,-80.86559
11423,Georgia,GA,Tyrone,30214,33.490464,-84.485997
11424,Georgia,GA,Tyrone,30269,33.391887,-84.570656
11425,Georgia,GA,Tyrone,30290,33.476407,-84.589704
11426,Georgia,GA,Unadilla,31091,32.237927,-83.704527
11428,Georgia,GA,Union City,30213,33.589296999999995,-84.636762
11429,Georgia,GA,Union City,30291,33.575884,-84.543766
11430,Georgia,GA,Union City,30349,33.622488,-84.52390799999999
11431,Georgia,GA,Union Point,30669,33.676402,-83.117743
11434,Georgia,GA,Uvalda,30473,32.016897,-82.46883000000001
11436,Georgia,GA,Valdosta,31601,30.775522,-83.3336
11437,Georgia,GA,Valdosta,31602,30.86816,-83.34235
11438,Georgia,GA,Valdosta,31605,30.935963,-83.201226
11439,Georgia,GA,Valdosta,31606,30.806085,-83.190044
11440,Georgia,GA,Valdosta,31698,30.848944,-83.28957
11442,Georgia,GA,Varnell,30710,34.953194,-84.911171
